04/04 09:22:00 FINE sim.Admin|Log for simulation 2 started
04/04 09:25:10 FINE agents.DemandAgent|Day 19 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.0 Cmp ID: 1317140773 Cmp Bid: 3034
04/04 09:25:10 FINE agents.DemandAgent|Day 19 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1317140773 Cmp Bid: 3130
04/04 09:25:10 FINE agents.DemandAgent|Day 19 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1317140773 Cmp Bid: 1
04/04 09:25:10 FINE agents.DemandAgent|Day 19 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1317140773 Cmp Bid: 1
04/04 09:25:10 FINE agents.DemandAgent|Day 19 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.0 Cmp ID: 1317140773 Cmp Bid: 2969
04/04 09:25:10 FINE agents.DemandAgent|Day 19 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1317140773 Cmp Bid: 1
04/04 09:25:10 FINE agents.DemandAgent|Day 19 :Got AdNetBidMessage from adv1 : UCS Bid: 0.15012896140304238 Cmp ID: 1317140773 Cmp Bid: 1683810
04/04 09:25:20 INFO sim.Simulation|***** START OF TIME 20 *****
04/04 09:25:20 INFO agents.DemandAgent|Day 20 : Auction pending campaign: CampaignImpl [id=1317140773, reachImps=6250, dayStart=21, dayEnd=23, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:25:20 INFO demand.CampaignImpl|Campaign 492827984 ended for advertiser DummyAdnetwork-2. Stats CampaignStats [tartgetedImps=12506.0, otherImps=0.0, cost=0.0017321048252246026] Reach 12500 ERR 1.000440654395928 Budget 2.6235352158388605 Revenue 2.624691288164592
04/04 09:25:20 FINE agents.DemandAgent|Day 20 :Reporting auction results...CampaignImpl [id=1317140773, reachImps=6250, dayStart=21, dayEnd=23, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=2969.0, advertiser=DummyAdnetwork-6]
04/04 09:25:20 INFO agents.DemandAgent|Day 20 :Notifying new campaign opportunity: CampaignImpl [id=2033367607, reachImps=6250, dayStart=22, dayEnd=24, targetSegment=[LOW_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:25:20 INFO sim.Simulation|***** START OF TIME 20 COMPLETE *****
04/04 09:25:20 FINE agents.DemandAgent|Day 20 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 2033367607 Cmp Bid: 1
04/04 09:25:20 FINE agents.DemandAgent|Day 20 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.0 Cmp ID: 2033367607 Cmp Bid: 2904
04/04 09:25:20 FINE agents.DemandAgent|Day 20 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 2033367607 Cmp Bid: 2336
04/04 09:25:20 FINE agents.DemandAgent|Day 20 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 2033367607 Cmp Bid: 1
04/04 09:25:20 FINE agents.DemandAgent|Day 20 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 2033367607 Cmp Bid: 1
04/04 09:25:20 FINE agents.DemandAgent|Day 20 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.0 Cmp ID: 2033367607 Cmp Bid: 2418
04/04 09:25:20 FINE agents.DemandAgent|Day 20 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 2033367607 Cmp Bid: 1
04/04 09:25:20 FINE agents.DemandAgent|Day 20 :Got AdNetBidMessage from adv1 : UCS Bid: 0.19188235895783648 Cmp ID: 2033367607 Cmp Bid: 1661966
04/04 09:25:30 INFO sim.Simulation|***** START OF TIME 21 *****
04/04 09:25:30 INFO agents.DemandAgent|Day 21 : Auction pending campaign: CampaignImpl [id=2033367607, reachImps=6250, dayStart=22, dayEnd=24, targetSegment=[LOW_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:25:30 INFO demand.CampaignImpl|Campaign 2005768234 ended for advertiser DummyAdnetwork-6. Stats CampaignStats [tartgetedImps=6256.0, otherImps=0.0, cost=0.0010272321319390028] Reach 6250 ERR 1.0009192445076693 Budget 2.778907677055157 Revenue 2.78146217267461
04/04 09:25:30 FINE agents.DemandAgent|Day 21 :Reporting auction results...CampaignImpl [id=2033367607, reachImps=6250, dayStart=22, dayEnd=24, targetSegment=[LOW_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=2.6477354182948862, advertiser=DummyAdnetwork-6]
04/04 09:25:30 INFO agents.DemandAgent|Day 21 :Notifying new campaign opportunity: CampaignImpl [id=1848628220, reachImps=12500, dayStart=23, dayEnd=25, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:25:31 INFO sim.Simulation|***** START OF TIME 21 COMPLETE *****
04/04 09:25:31 FINE agents.DemandAgent|Day 21 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1848628220 Cmp Bid: 1
04/04 09:25:31 FINE agents.DemandAgent|Day 21 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.0 Cmp ID: 1848628220 Cmp Bid: 2596
04/04 09:25:31 FINE agents.DemandAgent|Day 21 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1848628220 Cmp Bid: 2416
04/04 09:25:31 FINE agents.DemandAgent|Day 21 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1848628220 Cmp Bid: 1
04/04 09:25:31 FINE agents.DemandAgent|Day 21 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1848628220 Cmp Bid: 1
04/04 09:25:31 FINE agents.DemandAgent|Day 21 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.0 Cmp ID: 1848628220 Cmp Bid: 2999
04/04 09:25:31 FINE agents.DemandAgent|Day 21 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1848628220 Cmp Bid: 1
04/04 09:25:31 FINE agents.DemandAgent|Day 21 :Got AdNetBidMessage from adv1 : UCS Bid: 0.17584547957326124 Cmp ID: 1848628220 Cmp Bid: 3367621
04/04 09:25:40 INFO sim.Simulation|***** START OF TIME 22 *****
04/04 09:25:40 INFO agents.DemandAgent|Day 22 : Auction pending campaign: CampaignImpl [id=1848628220, reachImps=12500, dayStart=23, dayEnd=25, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:25:40 FINE agents.DemandAgent|Day 22 :Reporting auction results...CampaignImpl [id=1848628220, reachImps=12500, dayStart=23, dayEnd=25, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=3.091538650822199, advertiser=DummyAdnetwork-2]
04/04 09:25:40 INFO agents.DemandAgent|Day 22 :Notifying new campaign opportunity: CampaignImpl [id=1251517961, reachImps=3750, dayStart=24, dayEnd=33, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:25:40 INFO sim.Simulation|***** START OF TIME 22 COMPLETE *****
04/04 09:25:40 FINE agents.DemandAgent|Day 22 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1251517961 Cmp Bid: 1
04/04 09:25:40 FINE agents.DemandAgent|Day 22 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.0 Cmp ID: 1251517961 Cmp Bid: 2632
04/04 09:25:40 FINE agents.DemandAgent|Day 22 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1251517961 Cmp Bid: 2552
04/04 09:25:40 FINE agents.DemandAgent|Day 22 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1251517961 Cmp Bid: 1
04/04 09:25:40 FINE agents.DemandAgent|Day 22 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1251517961 Cmp Bid: 1
04/04 09:25:40 FINE agents.DemandAgent|Day 22 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.0 Cmp ID: 1251517961 Cmp Bid: 2286
04/04 09:25:40 FINE agents.DemandAgent|Day 22 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1251517961 Cmp Bid: 1
04/04 09:25:40 FINE agents.DemandAgent|Day 22 :Got AdNetBidMessage from adv1 : UCS Bid: 0.15612663896975154 Cmp ID: 1251517961 Cmp Bid: 298552
04/04 09:25:50 INFO sim.Simulation|***** START OF TIME 23 *****
04/04 09:25:50 INFO agents.DemandAgent|Day 23 : Auction pending campaign: CampaignImpl [id=1251517961, reachImps=3750, dayStart=24, dayEnd=33, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:25:50 INFO demand.CampaignImpl|Campaign 1185233447 ended for advertiser DummyAdnetwork-2. Stats CampaignStats [tartgetedImps=12503.0, otherImps=0.0, cost=64720.0] Reach 12500 ERR 1.000201007137223 Budget 2153.0 Revenue 2153.432768366441
04/04 09:25:50 FINE agents.DemandAgent|Day 23 :Reporting auction results...CampaignImpl [id=1251517961, reachImps=3750, dayStart=24, dayEnd=33, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=2632.0, advertiser=DummyAdnetwork-2]
04/04 09:25:50 INFO agents.DemandAgent|Day 23 :Notifying new campaign opportunity: CampaignImpl [id=1214157653, reachImps=3750, dayStart=25, dayEnd=34, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:25:50 INFO sim.Simulation|***** START OF TIME 23 COMPLETE *****
04/04 09:25:50 FINE agents.DemandAgent|Day 23 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1214157653 Cmp Bid: 1
04/04 09:25:50 FINE agents.DemandAgent|Day 23 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.0 Cmp ID: 1214157653 Cmp Bid: 2593
04/04 09:25:50 FINE agents.DemandAgent|Day 23 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1214157653 Cmp Bid: 2275
04/04 09:25:50 FINE agents.DemandAgent|Day 23 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1214157653 Cmp Bid: 1
04/04 09:25:50 FINE agents.DemandAgent|Day 23 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1214157653 Cmp Bid: 1
04/04 09:25:50 FINE agents.DemandAgent|Day 23 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.0 Cmp ID: 1214157653 Cmp Bid: 2204
04/04 09:25:50 FINE agents.DemandAgent|Day 23 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1214157653 Cmp Bid: 1
04/04 09:25:50 FINE agents.DemandAgent|Day 23 :Got AdNetBidMessage from adv1 : UCS Bid: 0.17919184376572886 Cmp ID: 1214157653 Cmp Bid: 304652
04/04 09:26:00 INFO sim.Simulation|***** START OF TIME 24 *****
04/04 09:26:00 INFO agents.DemandAgent|Day 24 : Auction pending campaign: CampaignImpl [id=1214157653, reachImps=3750, dayStart=25, dayEnd=34, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:26:00 INFO demand.CampaignImpl|Campaign 1317140773 ended for advertiser DummyAdnetwork-6. Stats CampaignStats [tartgetedImps=6256.0, otherImps=0.0, cost=0.0015634459654101473] Reach 6250 ERR 1.0009192445076693 Budget 2969.0 Revenue 2971.7292369432703
04/04 09:26:00 INFO demand.CampaignImpl|Campaign 929580791 ended for advertiser DummyAdnetwork-2. Stats CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0] Reach 6250 ERR 0.0 Budget 2287.0 Revenue 0.0
04/04 09:26:00 FINE agents.DemandAgent|Day 24 :Reporting auction results...CampaignImpl [id=1214157653, reachImps=3750, dayStart=25, dayEnd=34, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=2.5030418555231777, advertiser=DummyAdnetwork-6]
04/04 09:26:00 INFO agents.DemandAgent|Day 24 :Notifying new campaign opportunity: CampaignImpl [id=1052103586, reachImps=12500, dayStart=26, dayEnd=28, targetSegment=[LOW_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:26:00 INFO sim.Simulation|***** START OF TIME 24 COMPLETE *****
04/04 09:26:00 FINE agents.DemandAgent|Day 24 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1052103586 Cmp Bid: 1
04/04 09:26:00 FINE agents.DemandAgent|Day 24 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.0 Cmp ID: 1052103586 Cmp Bid: 2570
04/04 09:26:00 FINE agents.DemandAgent|Day 24 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1052103586 Cmp Bid: 3253
04/04 09:26:00 FINE agents.DemandAgent|Day 24 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1052103586 Cmp Bid: 1
04/04 09:26:00 FINE agents.DemandAgent|Day 24 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1052103586 Cmp Bid: 1
04/04 09:26:00 FINE agents.DemandAgent|Day 24 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.0 Cmp ID: 1052103586 Cmp Bid: 2527
04/04 09:26:00 FINE agents.DemandAgent|Day 24 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1052103586 Cmp Bid: 1
04/04 09:26:00 FINE agents.DemandAgent|Day 24 :Got AdNetBidMessage from adv1 : UCS Bid: 0.1903006441053356 Cmp ID: 1052103586 Cmp Bid: 3323932
04/04 09:26:10 INFO sim.Simulation|***** START OF TIME 25 *****
04/04 09:26:10 INFO agents.DemandAgent|Day 25 : Auction pending campaign: CampaignImpl [id=1052103586, reachImps=12500, dayStart=26, dayEnd=28, targetSegment=[LOW_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:26:10 INFO demand.CampaignImpl|Campaign 2033367607 ended for advertiser DummyAdnetwork-6. Stats CampaignStats [tartgetedImps=6253.0, otherImps=0.0, cost=0.0013099535907073509] Reach 6250 ERR 1.000440654395928 Budget 2.6477354182948862 Revenue 2.6489021545462124
04/04 09:26:10 FINE agents.DemandAgent|Day 25 :Reporting auction results...CampaignImpl [id=1052103586, reachImps=12500, dayStart=26, dayEnd=28, targetSegment=[LOW_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=12.318661179116512, advertiser=DummyAdnetwork-6]
04/04 09:26:10 INFO agents.DemandAgent|Day 25 :Notifying new campaign opportunity: CampaignImpl [id=1230810908, reachImps=3750, dayStart=27, dayEnd=36, targetSegment=[YOUNG, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:26:10 INFO sim.Simulation|***** START OF TIME 25 COMPLETE *****
04/04 09:26:10 FINE agents.DemandAgent|Day 25 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1230810908 Cmp Bid: 1
04/04 09:26:10 FINE agents.DemandAgent|Day 25 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.0 Cmp ID: 1230810908 Cmp Bid: 2116
04/04 09:26:10 FINE agents.DemandAgent|Day 25 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1230810908 Cmp Bid: 2839
04/04 09:26:10 FINE agents.DemandAgent|Day 25 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1230810908 Cmp Bid: 1
04/04 09:26:10 FINE agents.DemandAgent|Day 25 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1230810908 Cmp Bid: 1
04/04 09:26:10 FINE agents.DemandAgent|Day 25 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.0 Cmp ID: 1230810908 Cmp Bid: 2818
04/04 09:26:10 FINE agents.DemandAgent|Day 25 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1230810908 Cmp Bid: 1
04/04 09:26:10 FINE agents.DemandAgent|Day 25 :Got AdNetBidMessage from adv1 : UCS Bid: 0.18037219079317082 Cmp ID: 1230810908 Cmp Bid: 300412
04/04 09:26:20 INFO sim.Simulation|***** START OF TIME 26 *****
04/04 09:26:20 INFO agents.DemandAgent|Day 26 : Auction pending campaign: CampaignImpl [id=1230810908, reachImps=3750, dayStart=27, dayEnd=36, targetSegment=[YOUNG, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:26:20 INFO demand.CampaignImpl|Campaign 1848628220 ended for advertiser DummyAdnetwork-2. Stats CampaignStats [tartgetedImps=652.0, otherImps=0.0, cost=3120.0000277970134] Reach 12500 ERR 0.01057380425431897 Budget 3.091538650822199 Revenue 0.0326893245384553
04/04 09:26:20 FINE agents.DemandAgent|Day 26 :Reporting auction results...CampaignImpl [id=1230810908, reachImps=3750, dayStart=27, dayEnd=36, targetSegment=[YOUNG, MALE], videoCoef=2.0, mobileCoef=1.5, budget=2818.0, advertiser=DummyAdnetwork-6]
04/04 09:26:20 INFO agents.DemandAgent|Day 26 :Notifying new campaign opportunity: CampaignImpl [id=1020572924, reachImps=6250, dayStart=28, dayEnd=37, targetSegment=[LOW_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:26:20 INFO sim.Simulation|***** START OF TIME 26 COMPLETE *****
04/04 09:26:20 FINE agents.DemandAgent|Day 26 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1020572924 Cmp Bid: 1
04/04 09:26:20 FINE agents.DemandAgent|Day 26 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.0 Cmp ID: 1020572924 Cmp Bid: 2916
04/04 09:26:20 FINE agents.DemandAgent|Day 26 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1020572924 Cmp Bid: 3051
04/04 09:26:20 FINE agents.DemandAgent|Day 26 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1020572924 Cmp Bid: 1
04/04 09:26:20 FINE agents.DemandAgent|Day 26 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1020572924 Cmp Bid: 1
04/04 09:26:20 FINE agents.DemandAgent|Day 26 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.0 Cmp ID: 1020572924 Cmp Bid: 2855
04/04 09:26:20 FINE agents.DemandAgent|Day 26 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1020572924 Cmp Bid: 1
04/04 09:26:20 FINE agents.DemandAgent|Day 26 :Got AdNetBidMessage from adv1 : UCS Bid: 0.1406444534768742 Cmp ID: 1020572924 Cmp Bid: 498589
04/04 09:26:30 INFO sim.Simulation|***** START OF TIME 27 *****
04/04 09:26:30 INFO agents.DemandAgent|Day 27 : Auction pending campaign: CampaignImpl [id=1020572924, reachImps=6250, dayStart=28, dayEnd=37, targetSegment=[LOW_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:26:30 INFO demand.CampaignImpl|Campaign 1960615773 ended for advertiser DummyAdnetwork-6. Stats CampaignStats [tartgetedImps=3754.0, otherImps=0.0, cost=6.863974591257446E-4] Reach 3750 ERR 1.0010254704630537 Budget 2373.0 Revenue 2375.433441408826
04/04 09:26:30 FINE agents.DemandAgent|Day 27 :Reporting auction results...CampaignImpl [id=1020572924, reachImps=6250, dayStart=28, dayEnd=37, targetSegment=[LOW_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=6.215384689808033, advertiser=DummyAdnetwork-6]
04/04 09:26:30 INFO agents.DemandAgent|Day 27 :Notifying new campaign opportunity: CampaignImpl [id=1581173354, reachImps=3750, dayStart=29, dayEnd=31, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:26:30 INFO sim.Simulation|***** START OF TIME 27 COMPLETE *****
04/04 09:26:30 FINE agents.DemandAgent|Day 27 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1581173354 Cmp Bid: 1
04/04 09:26:30 FINE agents.DemandAgent|Day 27 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.0 Cmp ID: 1581173354 Cmp Bid: 2214
04/04 09:26:30 FINE agents.DemandAgent|Day 27 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1581173354 Cmp Bid: 2524
04/04 09:26:30 FINE agents.DemandAgent|Day 27 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1581173354 Cmp Bid: 1
04/04 09:26:30 FINE agents.DemandAgent|Day 27 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1581173354 Cmp Bid: 1
04/04 09:26:30 FINE agents.DemandAgent|Day 27 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.0 Cmp ID: 1581173354 Cmp Bid: 2657
04/04 09:26:30 FINE agents.DemandAgent|Day 27 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1581173354 Cmp Bid: 1
04/04 09:26:30 FINE agents.DemandAgent|Day 27 :Got AdNetBidMessage from adv1 : UCS Bid: 0.1858902101581904 Cmp ID: 1581173354 Cmp Bid: 993178
04/04 09:26:40 INFO sim.Simulation|***** START OF TIME 28 *****
04/04 09:26:40 INFO agents.DemandAgent|Day 28 : Auction pending campaign: CampaignImpl [id=1581173354, reachImps=3750, dayStart=29, dayEnd=31, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:26:40 FINE agents.DemandAgent|Day 28 :Reporting auction results...CampaignImpl [id=1581173354, reachImps=3750, dayStart=29, dayEnd=31, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=3.7439996340957986, advertiser=DummyAdnetwork-6]
04/04 09:26:40 INFO agents.DemandAgent|Day 28 :Notifying new campaign opportunity: CampaignImpl [id=979995469, reachImps=3750, dayStart=30, dayEnd=32, targetSegment=[YOUNG, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:26:40 INFO sim.Simulation|***** START OF TIME 28 COMPLETE *****
04/04 09:26:40 FINE agents.DemandAgent|Day 28 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 979995469 Cmp Bid: 1
04/04 09:26:40 FINE agents.DemandAgent|Day 28 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.0 Cmp ID: 979995469 Cmp Bid: 2693
04/04 09:26:40 FINE agents.DemandAgent|Day 28 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 979995469 Cmp Bid: 2496
04/04 09:26:40 FINE agents.DemandAgent|Day 28 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 979995469 Cmp Bid: 1
04/04 09:26:40 FINE agents.DemandAgent|Day 28 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 979995469 Cmp Bid: 1
04/04 09:26:40 FINE agents.DemandAgent|Day 28 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.0 Cmp ID: 979995469 Cmp Bid: 2913
04/04 09:26:40 FINE agents.DemandAgent|Day 28 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 979995469 Cmp Bid: 1
04/04 09:26:40 FINE agents.DemandAgent|Day 28 :Got AdNetBidMessage from adv1 : UCS Bid: 0.17335847202768329 Cmp ID: 979995469 Cmp Bid: 994455
04/04 09:26:50 INFO sim.Simulation|***** START OF TIME 29 *****
04/04 09:26:50 INFO agents.DemandAgent|Day 29 : Auction pending campaign: CampaignImpl [id=979995469, reachImps=3750, dayStart=30, dayEnd=32, targetSegment=[YOUNG, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:26:50 INFO demand.CampaignImpl|Campaign 1052103586 ended for advertiser DummyAdnetwork-6. Stats CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0] Reach 12500 ERR 0.0 Budget 12.318661179116512 Revenue 0.0
04/04 09:26:50 INFO demand.CampaignImpl|Campaign 1261586190 ended for advertiser DummyAdnetwork-2. Stats CampaignStats [tartgetedImps=6256.0, otherImps=0.0, cost=0.0015447409549757068] Reach 6250 ERR 1.0009192445076693 Budget 2.735180452079764 Revenue 2.737694751687823
04/04 09:26:50 FINE agents.DemandAgent|Day 29 :Reporting auction results...CampaignImpl [id=979995469, reachImps=3750, dayStart=30, dayEnd=32, targetSegment=[YOUNG, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=3.7439996340957986, advertiser=DummyAdnetwork-6]
04/04 09:26:50 INFO agents.DemandAgent|Day 29 :Notifying new campaign opportunity: CampaignImpl [id=356825009, reachImps=3750, dayStart=31, dayEnd=40, targetSegment=[YOUNG, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
04/04 09:26:50 INFO sim.Simulation|***** START OF TIME 29 COMPLETE *****
04/04 09:26:50 FINE agents.DemandAgent|Day 29 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 356825009 Cmp Bid: 1
04/04 09:26:50 FINE agents.DemandAgent|Day 29 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.0 Cmp ID: 356825009 Cmp Bid: 2427
04/04 09:26:50 FINE agents.DemandAgent|Day 29 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 356825009 Cmp Bid: 2211
04/04 09:26:50 FINE agents.DemandAgent|Day 29 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 356825009 Cmp Bid: 1
04/04 09:26:50 FINE agents.DemandAgent|Day 29 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 356825009 Cmp Bid: 1
04/04 09:26:50 FINE agents.DemandAgent|Day 29 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.0 Cmp ID: 356825009 Cmp Bid: 2720
04/04 09:26:50 FINE agents.DemandAgent|Day 29 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 356825009 Cmp Bid: 1
